entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1553925,IDU-ID-SGGC-PSP-1326-DTP-2020,701946188,CO1.BDOS.1508924,prestacion de servicios,"Prestar sus servicios de apoyo a la gestión a la Dirección Técnica de Proyectos para la elaboración de representaciones gráficas, planos, esquemas y cualquier otra que sea requerida para los proyectos de infraestructura y espacio público, como apoyo al Componente de Urbanismo.",Presentación de oferta,2020-10-30,2020-10-30,2020-10-30,11350000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1530743'},701946188,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.4132754,IDU-ID-SGGC-PSP-422-STCSV-2023,701946188,CO1.BDOS.4036747,CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES,Prestar servicios profesionales para brindar soporte a la supervisión de los convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema Vial.,Presentación de oferta,2023-02-22,2023-02-22,2023-02-22,56800000,Contratación directa,Servicios profesionales y apoyo a la gestión,10,Mes(es),,,,Bogotá,Subdirección Técnica de Conservación del Subsistema Vial,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,720470913,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Camilo Cepeda Isidro,1032460569,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4057869'},701946188,Adjudicado
COLEGIO ANTONIO VAN UDEN IED,8300332561,Cundinamarca,No Definido,Territorial,Centralizada,CO1.REQ.5998654,3 2024,701320129,CO1.BDOS.5880837,transporte inauguracion juegos,facatativa a bogotá ida y vuelta,Presentación de oferta,2024-03-22,2024-03-22,2024-03-22,620000,Contratación régimen especial,Regla aplicable,1,día(s),,,,Bogotá,col antonio van uden,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5887349'},701320129,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.708158,IDU-ID-SGGC-PSP-662-DTM-2019,701946188,CO1.BDOS.686980,PRESTAR SERVICIOS PROFESIONALES A LA DIRECCIÓN TÉCNICA DE MANTENIMIENTO PARA ORIENTAR Y GESTIONAR LOS PROYECTOS DE CONSERVACIÓN DURANTE LAS DIFERENTES ETAPAS DEL CICLO DE VIDA; PARA UN OPTIMO CONTROL,"PRESTAR SERVICIOS PROFESIONALES A LA DIRECCIÓN TÉCNICA DE MANTENIMIENTO PARA ORIENTAR Y GESTIONAR LOS PROYECTOS DE CONSERVACIÓN DURANTE LAS DIFERENTES ETAPAS DEL CICLO DE VIDA, PARA UN OPTIMO CONTROL TÉCNICO, ADMINISTRATIVO Y FINANCIERO DE LAS OBRAS QUE ADELANTE EL IDU.",Presentación de oferta,2019-01-21,2019-01-21,2019-01-21,136505000,Contratación directa,Servicios profesionales y apoyo a la gestión,343,día(s),,,,No Aplica,Subdirección General de Gestión Corporativa,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705067338,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,ANNY  YIRLESA ARIAS SALAZAR,52270517,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.677604'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1270708,IDU-ID-SGGC-PSP-415-DTM-2020,701946188,CO1.BDOS.1232501,prestacion de servicios,"Prestar servicios profesionales para liderar y orientar la gestión integral de los proyectos de conservación en las diferentes etapas del ciclo de vida, que permita la implementación de mejores prácticas, tendientes a obtener un óptimo control técnico, administrativo y financiero de las obras que adelante el IDU.",Presentación de oferta,2020-05-08,2020-05-08,2020-05-08,112230000,Contratación directa,Servicios profesionales y apoyo a la gestión,225,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705062487,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,ARMANDO AVILA  CAMPOS,19298973,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1237511'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.6603782,IDU-ID-SGGC-PSP-1309-STCST-2024,701946188,CO1.BDOS.6478517,PRESTACIÓN DE SERVICIOS,"Prestar servicios profesionales para apoyar a la supervisión en la gestión integral de los
convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas
por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura
vial a cargo de la Subdirección Técnica de Conservación del Subsistema de Transporte.",Presentación de oferta,2024-08-03,2024-08-03,2024-08-03,43806000,Contratación directa,Servicios profesionales y apoyo a la gestión,147,día(s),,,,Bogotá,Subdirección técnica de Conservación del Subsistema de Transporte,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705101061,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,JAVIER MAURICIO PAEZ MENDIETA,79581557,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6495854'},701946188,Adjudicado
FINANCIERA DE DESARROLLO TERRITORIAL S.A.,800096329,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4573827,CON-0048-2023,703894527,CO1.BDOS.4471062,Apoyar y brindar asesoría al acompañamiento prestado por Findeter al municipio de Villavicencio; en el marco del proceso para optar a la cofinanciación con recursos de la Nación para la implementación,"Apoyar y brindar asesoría al acompañamiento prestado por Findeter al
municipio de Villavicencio, en el marco del proceso para optar a la cofinanciación con recursos de la Nación
para la implementación del Sistema Estratégico de Transporte Público SETP",Presentación de oferta,2023-05-25,2023-05-25,2023-05-25,60000000,Contratación régimen especial,Regla aplicable,6,Mes(es),,,,Bogotá,CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4475473'},703894527,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1233315,IDU-ID-SGGC-PSP-179-STMST-2020,701946188,CO1.BDOS.1195136,PRESTACIÒN DE SERVICIOS PROFESIONALES Y/O DE APOYO A LA GESTIÒN,"Prestar servicios profesionales para apoyar la Subdirección Técnica de Mantenimiento del Subsistema de Transporte, en la realización de gestiones de revision, seguimiento y acompañamiento técnico de los planes de manejo de tránsito y señalización.",Presentación de oferta,2020-04-08,2020-04-08,2020-04-08,66330000,Contratación directa,Servicios profesionales y apoyo a la gestión,270,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,702989260,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Nancy Parra,1032386261,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1195952'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.4299445,IDU-ID-SGGC-PSP-1069-DTP-2023,701946188,CO1.BDOS.4201384,CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES,"Prestar servicios profesionales como especialista, para apoyar las labores a cargo del grupo de Urbanismo, Espacio Público, Paisajismo y Arquitectura de proyectos y contratos de la Dirección Técnica de Proyectos.",Presentación de oferta,2023-03-27,2023-03-27,2023-03-27,98340000,Contratación directa,Servicios profesionales y apoyo a la gestión,11,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705489672,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,NATALIA MARGARITA RINCON ALVARADO,46379818,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4223149'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1285073,IDU-ID-SGGC-PSP-775-DTP-2020,701946188,CO1.BDOS.1246473,CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES Y/O APOYO A LA GESTION,Prestar servicios profesionales para apoyar a la supervisión de los proyectos y contratos de mediana y alta complejidad de la Dirección Técnica de Proyectos que le sean asignados asociados a la ejecución y/o liquidación de los proyectos del sistema vial y espacio público de la ciudad,Presentación de oferta,2020-05-18,2020-05-18,2020-05-18,73780000,Contratación directa,Servicios profesionales y apoyo a la gestión,255,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,703316513,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,SONIA KATHERIN HERNANDEZ BELTRAN,1013580397,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1251370'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.715582,IDU-ID-SGGC-PSP-376-DTM-2019,701946188,CO1.BDOS.695002,Prestar servicios profesionales a la Dirección Técnica de Mantenimiento y sus subdirecciones para brindar apoyo en la gestión técnica y supervisión de los contratos relacionados con espacio público y,"Prestar servicios profesionales a la Dirección Técnica de Mantenimiento y sus subdirecciones para brindar apoyo en la gestión técnica y supervisión de los contratos relacionados con espacio público y diseño urbano, que adelante la dirección.",Presentación de oferta,2019-01-24,2019-01-24,2019-01-24,80730000,Contratación directa,Servicios profesionales y apoyo a la gestión,345,día(s),,,,No Aplica,Subdirección General de Gestión Corporativa,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,703248674,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,constanza lopez ordoñez,41914140,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.687622'},701946188,Adjudicado
INSTITUCION EDUCATIVA RURAL RAFAEL POMBO,810002769,Caldas,Manizales,Territorial,Centralizada,CO1.REQ.5869229,CONT. 32 - 2024,718451933,CO1.BDOS.5752503,RUTA 16,"PRESTAR EL SERVICIO DE TRANSPORTE ESCOLAR RURAL CON ACOMPAÑANTE EN LA SEDE PRINCIPAL DE LA INSTITUCION RURAL RAFEL POMBO, EN LA RUTA 16  PUERTO ESTERILLA - LISBOA , COLEGIO Y VICEVERSA",Presentación de oferta,2024-02-29,2024-02-29,2024-02-29,20887911,Contratación régimen especial,Regla aplicable,90,día(s),,,,Manizales,TESORERIA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5759689'},718451933,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1270903,IDU-ID-SGGC-PSP-522-DTM-2020,701946188,CO1.BDOS.1232505,Prestación de Servicios Profesionales y/o apoyo a la gestión,"Prestar servicios profesionales para apoyar la gestión técnica en el
área de pavimentos de la Dirección Técnica de Mantenimiento y sus
subdirecciones.",Presentación de oferta,2020-05-11,2020-05-11,2020-05-11,65310000,Contratación directa,Servicios profesionales y apoyo a la gestión,225,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,709650105,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,maria angelica salamanca niño,46683753,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1240162'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3066510,IDU-ID-SGGC-PSP-491-DTCI-2022,701946188,CO1.BDOS.2984514,PRESTACION DE SERVICIOS DE SERVICIOS PROFESIONALES,"Prestar servicios profesionales a la Dirección Técnica de Conservación de la Infraestructura para brindar soporte en la revisión y verificación del cumplimiento de los trámites administrativos de las cuentas de cobro, facturas o documentos equivalentes de acuerdo con el cronograma de radicación definido por el IDU y que se encuentran programados en la supervisión de los contratos a cargo del área.",Presentación de oferta,2022-06-23,2022-06-23,2022-06-23,69860000,Contratación directa,Servicios profesionales y apoyo a la gestión,7,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705074391,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,CARMEN CIELO PATRICIA MARIN GARCIA,65751067,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2991074'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1260324,IDU-ID-SGGC-PSP-232-DTP-2020,701946188,CO1.BDOS.1217502,prestacion de servicios,Prestar servicios profesionales para liderar y gestionar la elaboración de los proyectos en etapa de preinversion del sistema de puentes a cargo de la Dirección Técnica de Proyectos.,Presentación de oferta,2020-04-29,2020-04-29,2020-04-29,90355000,Contratación directa,Servicios profesionales y apoyo a la gestión,247,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705499341,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,Olga Lucia Villamil Ruiz,52022079,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1224824'},701946188,Adjudicado
INSTITUCION EDUCATIVA RURAL RAFAEL POMBO,810002769,Caldas,Manizales,Territorial,Centralizada,CO1.REQ.4964459,CONT. 26 - 2023,718451933,CO1.BDOS.4855457,RUTA 06,"Prestar el servicio de transporte escolar ruta con ACOMPAÑANTE en la sede principal de la institucion rural rafael pombo, en la RUTA 6. TAROLISO, COLEGIO Y VICEVERSA",Presentación de oferta,2023-08-19,2023-08-19,2023-08-19,7780200,Contratación régimen especial,Regla aplicable,75,día(s),,,,Manizales,TESORERIA,0,0,0,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4864261'},718451933,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3067302,IDU-ID-SGGC-PSP-539-STED-2022,701946188,CO1.BDOS.2984910,Contrato de Prestación de Servicios Profesionales y de Apoyo a la Gestión,"Prestar servicios profesionales especializados orientados al desarrollo de actividades de seguimiento y control de los contratos de Estudios y Diseños a cargo de la Subdirección Técnica, así como el apoyo a la supervisión de los contratos que le sean asignados.",Presentación de oferta,2022-06-25,2022-06-25,2022-06-25,74410000,Contratación directa,Servicios profesionales y apoyo a la gestión,7,Mes(es),,,,Bogotá,Subdirección Técnica Seguimiento Estudios y Diseños,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705482875,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,WILSON RUIZ RODRÍGUEZ,79728026,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2994029'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.6301615,IDU-ID-SGGC-PSP-1146-DTP-2024,701946188,CO1.BDOS.6179431,CONTRATO DE PRESTACION DE SERVICIOS,"Prestar servicios profesionales para apoyar la revisión y/o elaboración de insumos y desarrollo de los diseños del componente de urbanismo y espacio público en las etapas de prefactibilidad, factibilidad y/o diseño de los proyectos a cargo de la Dirección Técnica de Proyectos de conformidad con las necesidades del área y la normatividad y procedimientos aplicables.",Presentación de oferta,2024-05-28,2024-05-28,2024-05-28,22190000,Contratación directa,Servicios profesionales y apoyo a la gestión,7,Mes(es),,,,No Aplica,Dirección Técnica de Proyectos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,716657267,Meta,Villavicencio,,0,No Adjudicado,Maria Fernanda Alvarez Requiniba,1121935416,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6190415'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.6617145,IDU-ID-SGGC-PSP-1389-STCSV-2024,701946188,CO1.BDOS.6491693,CONTRATO DE PRESTACION DE SERVICIOS,"Prestar servicios profesionales para brindar soporte a la supervisión de los convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas por el IDU
asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema Vial.",Presentación de oferta,2024-08-08,2024-08-08,2024-08-08,27832000,Contratación directa,Servicios profesionales y apoyo a la gestión,147,día(s),,,,Bogotá,Subdirección Técnica de Conservación del Subsistema Vial,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,721713147,Boyacá,Tunja,,0,No Adjudicado,YENIFER SALAS TOCARRUNCHO,1049620664,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6521625'},701946188,Adjudicado
